ID,Vulnerability description,Vulnerability location,Location-subtype,Vulnerability type,Type-subtype,Risk,Time,Attack surface,Country/region,EPA size,SAE level,Power type,APP class,Vehicle ID,Participant ID,Skill1,Skill2,Skill3,Skill4,Privacy data breach,Control hijacking,Ransomware,System damage,Unauthroized unlocking,Driving accident
417,Vulnerability allowing installation of unauthorized software in XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Low,2023-6-19,Short-range,China,Sedan,L2,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
418,Potential risks of buffer overflow and out-of-bounds read/write in the infotainment system of XX Company's XX model,In-vehicle,IVI,Memory,Buffer overflow,Medium,2023-6-19,Short-range,America,Sedan,L2,Electric,-,Competition-3-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
419,Risk of buffer overflow in the infotainment system of XX Company's XX model,In-vehicle,IVI,Memory,Integer overflow,Medium,2023-6-19,Short-range,America,Sedan,L2,Electric,-,Competition-3-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
420,Potential risk of use-after-free due to integer overflow in the infotainment system of XX Company's XX model,In-vehicle,IVI,Memory,Integer overflow,Medium,2023-6-19,Short-range,America,Sedan,L2,Electric,-,Competition-3-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
421,Buffer overflow risk in the gateway code of XX Company's XX model,In-vehicle,ECU,Memory,Integer overflow,Medium,2023-6-19,Short-range,America,Sedan,L2,Electric,-,Competition-3-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
422,User information leakage vulnerability in XX Company's APP,Outside-vehicle,APP,Information leakage,Information leakage,Low,2023-6-16,Remote,China,-,-,-, APP-internal,Competition-3-Vehicle-4-5-6,2,Unpacking,Reverse engineering,Code audit,Traffic analysis,TRUE,-,-,-,-,-
423,Hardcoded WIFI password vulnerability in XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Low,2023-6-16,Short-range,China,Sedan,L1,Electric,-,Competition-2-Vehicle-4,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
424,App store hijacking vulnerability in XX Company's XX model,In-vehicle,IVI,Interception,Man-in-the-middle,Medium,2023-6-16,Short-range,China,Sedan,L1,Electric,-,Competition-2-Vehicle-4,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
425,Privilege escalation vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Privilege escalation,Medium,2023-6-16,Short-range,China,Sedan,L1,Electric,-,Competition-2-Vehicle-4,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
426,Command injection vulnerability in XX Company's XX model,In-vehicle,IVI,Injection,Command injection,Medium,2023-6-16,Short-range,China,Sedan,L1,Electric,-,Competition-2-Vehicle-4,3,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
427,Unauthorized access vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-6-15,Remote,China,Sedan,L2,Electric,-,Competition-3-Vehicle-5,3,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
428,Unauthorized access vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-6-15,Remote,China,Sedan,L2,Electric,-,Competition-3-Vehicle-5,3,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
429,Unauthorized access vulnerability via MQTT in XX Company's T-BOX,In-vehicle,T-Box,Authorization,Unauthorized accessing,High,2023-6-15,Short-range,China,-,-,-,-,Competition-3-Vehicle-4-5-6,3,Firmware extraction,Reverse engineering,Code audit,-,-,TRUE,-,-,-,-
430,Token refresh vulnerability in XX Company's APP,Outside-vehicle,APP,Authorization,Identity spoofing,Low,2023-6-12,Remote,China,-,-,-, APP-internal,Competition-3-Vehicle-4-5-6,3,Unpacking,Reverse engineering,Code audit,Traffic analysis,TRUE,TRUE,-,-,-,-
431,Vehicle binding information leakage vulnerability in XX Charging Pile Company,Outside-vehicle,Charging pile,Information leakage,Information leakage,Low,2023-6-12,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,3,Unpacking,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
432,Unauthorized access vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Medium,2023-6-11,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,4,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
433,User information traversal vulnerability in XX Charging Pile Company,Outside-vehicle,Charging pile,Information leakage,Information leakage,Low,2023-6-8,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,2,Unpacking,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
434,Vulnerability allowing modification of any user's password in XX Company's APP,Outside-vehicle,APP,Authorization,Unauthorized accessing,High,2023-6-8,Remote,China,-,-,-, APP-internal,Competition-3-Vehicle-4-5-6,2,Unpacking,Reverse engineering,Code audit,Traffic analysis,TRUE,TRUE,-,-,-,-
435,Vulnerability allowing remote control of any vehicle by any user in XX Company's APP,Outside-vehicle,APP,Authorization,Unauthorized accessing,High,2023-6-8,Remote,China,-,-,-, APP-internal,Competition-3-Vehicle-4-5-6,2,Unpacking,Reverse engineering,Code audit,Traffic analysis,TRUE,TRUE,-,-,-,-
436,Improper WI-FI parameter settings in the vehicle gateway of XX Company's XX model,In-vehicle,ECU,Information leakage,Information leakage,Low,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Fuzzing,-,-,-,TRUE,-,-,-,-,-
437,Startup information leakage in the vehicle gateway of XX Company's XX model,In-vehicle,ECU,Information leakage,Information leakage,Low,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
438,Reverse shell vulnerability in the vehicle gateway of XX Company's XX model,In-vehicle,ECU,OS,Arbitrary software installation,Low,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Port scanning,Brute force,-,-,-,-,-,-,-,TRUE
439,Heap overflow vulnerability in XX Company's XX model,In-vehicle,ECU,Memory,Buffer overflow,Medium,2023-6-5,Short-range,China,-,-,-,-,Competition-3-Vehicle-4-5-6,1,Port scanning,Brute force,-,-,-,TRUE,-,-,-,-
440,Buffer overflow vulnerability in XX Company's XX model,In-vehicle,ECU,Memory,Buffer overflow,Medium,2023-6-5,Short-range,China,-,-,-,-,Competition-3-Vehicle-4-5-6,1,Vulnerability reproduction,-,-,-,-,TRUE,-,-,-,-
441,Null pointer dereference vulnerability in XX Company's XX model,In-vehicle,ECU,Memory,Buffer overflow,Medium,2023-6-5,Short-range,China,-,-,-,-,Competition-3-Vehicle-4-5-6,1,Vulnerability reproduction,-,-,-,-,TRUE,-,-,-,-
442,Unencrypted storage of vehicle gateway logs in XX Company's XX model,In-vehicle,ECU,Information leakage,Information leakage,Low,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
443,Automatic reboot of the vehicle gateway in XX Company's XX model,Network,Network,DoS,DoS,Medium,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
444,Malicious program execution vulnerability in the vehicle gateway of XX Company's XX model,In-vehicle,ECU,OS,Arbitrary software installation,Low,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,-,-,TRUE
445,Arbitrary file upload and download in the vehicle gateway of XX Company's XX model,In-vehicle,ECU,File operation,File download,Low,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
446,Telnet Root access in the vehicle gateway of XX Company's XX model,In-vehicle,ECU,Authorization,Privilege escalation,Medium,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Port scanning,Brute force,-,-,-,TRUE,-,-,-,-
447,Open non-essential ports in the vehicle gateway of XX Company's XX model,In-vehicle,ECU,Authorization,Unauthorized accessing,Low,2023-6-5,Short-range,China,SUV,L1,Petrol,-,Competition-3-Vehicle-4,1,Port scanning,-,-,-,TRUE,-,-,-,-,-
448,Failure of the turn signal in XX Company's XX model,Network,Network,DoS,DoS,Medium,2023-6-5,Short-range,China,Sedan,L2,Electric,-,Competition-3-Vehicle-5,1,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
449,Keyless vehicle start vulnerability in XX Company's XX model,Network,Network,Interception,Relay,Medium,2023-6-5,Mid-range,China,Sedan,L2,Hybird,-,Daily,-,Traffic analysis,-,-,-,-,TRUE,-,-,-,-
450,Firmware extraction vulnerability in XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Medium,2023-6-5,Short-range,China,Sedan,L2,Hybird,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
451,Hidden mode password brute-force vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Medium,2023-6-5,Short-range,China,Sedan,L1,Electric,-,Competition-2-Vehicle-4,1,Brute force,-,-,-,TRUE,TRUE,-,-,-,-
452,USB infotainment control vulnerability in XX Company's XX model,In-vehicle,IVI,OS,USB,Low,2023-6-5,Short-range,China,Sedan,L2,Hybird,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
453,ECU restart vulnerability in XX Company's XX model,Network,Network,DoS,DoS,Medium,2023-6-5,Short-range,China,SUV,L3,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
454,Gear shifter lockout in XX Company's XX model,Network,Network,DoS,DoS,Medium,2023-6-5,Short-range,China,SUV,L3,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
455,Unshielded USB peripherals in XX Company's XX model,In-vehicle,IVI,OS,USB,Low,2023-6-5,Short-range,China,SUV,L3,Electric,-,Daily,-,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
456,Man-in-the-middle attack vulnerability in XX Company's XX model,In-vehicle,Radio,Interception,replay,Medium,2023-6-5,Mid-range,America,Sedan,L2,Electric,-,Competition-3-Vehicle-3,1,Traffic analysis,-,-,-,-,-,-,-,TRUE,-
457,Deceptive discharge vulnerability in XX Company's XX model,In-vehicle,Radio,Interception,replay,Low,2023-6-5,Short-range,America,Sedan,L2,Electric,-,Competition-3-Vehicle-3,1,Traffic analysis,-,-,-,-,-,-,-,TRUE,-
458,Data leakage vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,Low,2023-6-1,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,8,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
459,Data leakage vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,Medium,2023-5-31,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,11,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
460,Data leakage vulnerability in XX Charging Pile System,Outside-vehicle,Charging pile,Information leakage,Information leakage,Low,2023-5-30,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,10,Penetration testing,-,-,-,TRUE,-,-,-,-,-
461,Data leakage vulnerability in XX Charging Pile System,Outside-vehicle,Charging pile,Information leakage,Information leakage,Low,2023-5-30,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,10,Penetration testing,-,-,-,TRUE,-,-,-,-,-
462,Unauthorized access vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-5-29,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,12,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
463,Data leakage vulnerability in XX Charging Pile System,Outside-vehicle,Charging pile,Information leakage,Information leakage,Low,2023-5-29,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,12,Penetration testing,-,-,-,TRUE,-,-,-,-,-
464,Data leakage vulnerability in XX Charging Pile System,Outside-vehicle,Charging pile,Information leakage,Information leakage,Low,2023-5-29,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,12,Penetration testing,-,-,-,TRUE,-,-,-,-,-
465,Data leakage vulnerability in XX Charging Pile System,Outside-vehicle,Charging pile,Information leakage,Information leakage,Low,2023-5-29,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,12,Penetration testing,-,-,-,TRUE,-,-,-,-,-
466,Buffer overflow vulnerability in XX Company's infotainment system,In-vehicle,ECU,Memory,Buffer overflow,Medium,2023-6-5,Short-range,China,-,-,-,-,Competition-3-Vehicle-4-5-6,11,Vulnerability reproduction,-,-,-,-,TRUE,-,-,-,-
467,Buffer overflow vulnerability in XX Company's infotainment system,In-vehicle,ECU,Memory,Buffer overflow,Medium,2023-6-5,Short-range,China,-,-,-,-,Competition-3-Vehicle-4-5-6,11,Vulnerability reproduction,-,-,-,-,TRUE,-,-,-,-
468,Unauthorized access vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Medium,2023-5-19,Remote,China,-,-,-,-,Competition-3-Vehicle-4-5-6,10,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
469,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,High,2023-5-10,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,4,Penetration testing,-,-,-,TRUE,-,-,-,-,-
470,Buffer error vulnerability in XX Company's XX model product,In-vehicle,IVI,Memory,Buffer overflow,Low,2023-5-8,Short-range,China,-,-,-,-,Competition-3-Vehicle-4-5-6,10,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
471,Root access vulnerability in the IVI system of XX Company's XX model,In-vehicle,IVI,Authorization,Privilege escalation,High,2023-5-8,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-6,5,Brute force,-,-,-,TRUE,TRUE,-,-,-,-
472,Insufficient encryption vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Low,2023-4-27,Short-range,China,MPV,L2,Petrol,-,Competition-1-Vehicle-5,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
473,Bypassable restrictions vulnerability in XX Company's APP,Outside-vehicle,APP,Authorization,Unauthorized accessing,High,2023-4-27,Remote,German,Sedan,L2,Electric, APP-internal,Competition-2-Vehicle-2,4,Unpacking,Reverse engineering,Code audit,Traffic analysis,TRUE,TRUE,-,-,-,-
474,Unauthorized access vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,High,2023-4-17,Remote,China,-,-,-,-,Competition-2-Vehicle-4-5-6,1,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
475,Risk of software version downgrade in the controller of XX Company's XX model,In-vehicle,ECU,OS,Upgrade forgery,High,2023-3-23,Short-range,America,Sedan,L2,Electric,-,Competition-1-Vehicle-4,2,Firmware extraction,Reverse engineering,Code audit,-,-,TRUE,-,-,-,-
476,Massive sensitive information leakage in XX Company's cloud platform,Outside-vehicle,Cloud platform,Information leakage,Information leakage,Medium,2023-3-15,Remote,Japan,Sedan,L2,Electric,-,Competition-2-Vehicle-1,2,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
477,Unauthorized arbitrary command execution vulnerability in XX Company's XX model,In-vehicle,ECU,Injection,Command injection,Medium,2023-3-15,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
478,Wireless vulnerability in the charging port of XX Company's XX model,In-vehicle,Radio,DoS,DoS,Medium,2023-3-15,Short-range,America,Sedan,L2,Electric,-,Competition-1-Vehicle-4,4,Port scanning,Brute force,-,-,-,-,-,TRUE,-,-
479,Authentication bypass vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Medium,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
480,Authentication bypass vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
481,Hardcoded key vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Low,2023-3-14,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,2,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
482,Weak password vulnerability in engineering mode of the infotainment system in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Low,2023-3-14,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,2,Brute force,-,-,-,TRUE,TRUE,-,-,-,-
483,Empty password vulnerability for the root user in XX Company's system,In-vehicle,ECU,Authorization,Weak password,Low,2023-3-14,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
484,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,-,-,-,-
485,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,-,-,-,-
486,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,-,-,-,-
487,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,-,-,-,-
488,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,-,-,-,TRUE,-,-,-,-,-
489,Weak password vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Weak password,Low,2023-3-3,Remote,German,Sedan,L2,Electric,-,Competition-2-Vehicle-2,2,Penetration testing,Brute force,-,-,TRUE,-,TRUE,-,-,-
490,Hardcoded root password vulnerability in the T-BOX of XX Company's XX model,In-vehicle,T-Box,Authorization,Weak password,Low,2023-3-13,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
491,Weak password vulnerability in the T-BOX of XX Company's XX model,In-vehicle,T-Box,Authorization,Weak password,Medium,2023-3-13,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
492,Hardcoded root password vulnerability in the T-BOX of XX Company's XX model,In-vehicle,T-Box,Authorization,Weak password,Low,2023-3-13,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
493,Weak password vulnerability in the T-BOX of XX Company's XX model,In-vehicle,T-Box,Authorization,Weak password,Low,2023-3-13,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Port scanning,Brute force,-,-,TRUE,TRUE,-,-,-,-
494,SQL injection vulnerability in the interface of XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-3-13,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Penetration testing,-,-,-,TRUE,-,-,-,-,-
495,SQL injection vulnerability in XX Company's cloud platform,Outside-vehicle,Cloud platform,Injection,SQL injection,Medium,2023-3-13,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Penetration testing,-,-,-,TRUE,-,-,-,-,-
496,Weak password vulnerability in the backend management of XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Weak password,Low,2023-3-14,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,2,Penetration testing,Brute force,-,-,TRUE,-,TRUE,-,-,-
497,Brute-force vulnerability in the password change section of the backend management of XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Weak password,Medium,2023-3-13,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Penetration testing,Brute force,-,-,TRUE,-,TRUE,-,-,-
498,Login captcha bypass vulnerability in the backend management of XX Company's cloud platform,Outside-vehicle,Cloud platform,Authorization,Unauthorized accessing,Low,2023-3-13,Remote,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Penetration testing,-,-,-,TRUE,-,TRUE,-,-,-
499,Denial of Service (DoS) vulnerability in XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-3-13,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
500,Denial of Service (DoS) vulnerability in XX Company's XX model,In-vehicle,IVI,DoS,DoS,Low,2023-3-13,Short-range,China,SUV,L2,Hybird,-,Competition-2-Vehicle-6,1,Firmware extraction,Reverse engineering,Code audit,-,-,-,-,TRUE,-,-
501,Kernel module vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-13,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
502,Kernel module vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-13,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
503,Kernel module vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-13,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
504,Hardcoded adb password vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Medium,2023-3-13,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
505,Adb permission bypass vulnerability in XX Company's XX model,In-vehicle,IVI,Authorization,Weak password,Medium,2023-3-13,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,1,Brute force,-,-,-,TRUE,TRUE,-,-,-,-
506,Linux kernel vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
507,Linux kernel vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
508,Linux kernel vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
509,Vulnerability allowing engineering mode access in the infotainment system of XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Low,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
510,Linux kernel vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
511,Linux kernel vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
512,Linux kernel vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
513,Linux kernel vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
514,Arbitrary app installation vulnerability in XX Company's XX model,In-vehicle,IVI,OS,Arbitrary software installation,Low,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Unpacking,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
515,Root access vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,Authorization,Privilege escalation,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
516,Sensitive information leakage vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,Information leakage,Information leakage,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,-,-,-,-,-
517,Hidden engineering mode in the infotainment system of XX Company's XX model,In-vehicle,IVI,Authorization,Unauthorized accessing,Medium,2023-3-12,Short-range,China,SUV,L2,Petrol,-,Competition-2-Vehicle-5,1,Firmware extraction,Reverse engineering,Code audit,-,TRUE,TRUE,-,-,-,-
518,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
519,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
520,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
521,Linux kernel vulnerability in the infotainment system of XX Company's XX model,In-vehicle,IVI,OS,Kernel,Medium,2023-3-12,Short-range,China,SUV,L2,Hybird,-,Competition-1-Vehicle-3,1,Vulnerability reproduction,-,-,-,TRUE,TRUE,-,-,-,-
